Any,data,hora,grupHora,tipusDia,grupDiaLab,via,pk,nomMunicipi,nomComarca,nomProvincia,zona,D_SUBZONA,D_CLIMATOLOGIA,D_BOIRA,D_VENT,D_LLUMINOSITAT,D_SUPERFICIE,D_CARACT_ENTORN,D_CIRCULACIO_MESURES_ESP,C_VELOCITAT_VIA,D_LIMIT_VELOCITAT,D_TIPUS_VIA,D_SUBTIPUS_TRAM,D_TRACAT_ALTIMETRIC,D_SENTITS_VIA,D_INTER_SECCIO,D_REGULACIO_PRIORITAT,D_TITULARITAT_VIA,D_CARRIL_ESPECIAL,D_FUNC_ESP_VIA,D_GRAVETAT
2016,04/01/2016,16.58,Tarda,dill-dij,Feiners,AP-7,"213,5",Banyeres del Penedès,Baix Penedès,Tarragona,Carretera,Carretera,Pluja dèbil,No n'hi ha,"Calma, vent molt suau","De dia, dia fosc",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Rampa o pendent,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2016,07/02/2016,13.3,Matí,dg,CapDeSetmana,AP-7,"268,8",Mont-roig del Camp,Baix Camp,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,Vent moderat,"De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2016,10/07/2016,0.01,Nit,dg,CapDeSetmana,AP-7,"134,3",Montornès del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial suficient",Sec i net,A nivell,Accident trànsit anterior,120.0,Senyal velocitat,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2016,20/03/2016,5.55,Nit,dg,CapDeSetmana,AP-7,"333,2",Freginals,Montsià,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2016,22/10/2016,6.5,Matí,dis,CapDeSetmana,AP-7,"60,8",Sant Gregori,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident mortal
2016,09/02/2016,0.29,Nit,dill-dij,Feiners,AP-7,47,Vilademuls,Pla de l'Estany,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial suficient",Sec i net,A nivell,No n'hi ha,50.0,Genérica via,Autopista,Intersecció en T o Y,Pla,Doble sentit,En secció,Sols marques viàries (inclou pas vianants),Estatal,Altres,Sense funció especial,Accident mortal
2016,10/04/2016,2.53,Nit,dg,CapDeSetmana,AP-7,138,Mollet del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,Mixt,No n'hi ha,100.0,Senyal velocitat,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2016,09/04/2016,12.09,Matí,dis,CapDeSetmana,AP-7,200,Santa Margarida i els Monjos,Alt Penedès,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Enllaç d'entrada o eixida,Rampa o pendent,Doble sentit,Dintre intersecció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2016,08/09/2016,11.09,Matí,dill-dij,Feiners,AP-7,"57,1",Sarrià de Ter,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,120.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2016,21/08/2016,11.15,Matí,dg,CapDeSetmana,AP-7,"319,9","Aldea, l'",Baix Ebre,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Rampa o pendent,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2016,27/02/2016,6.36,Matí,dis,CapDeSetmana,AP-7,"156,7",Sant Cugat del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Pluja forta,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Autonòmica,No n'hi ha,Sense funció especial,Accident greu
2016,13/02/2016,12.47,Matí,dis,CapDeSetmana,AP-7,"71,8",Riudellots de la Selva,Selva,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident greu
2016,19/01/2016,10.28,Matí,dill-dij,Feiners,AP-7,"256,2",Vila-seca,Tarragonès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Rampa o pendent,Un sol sentit,En secció,Sols marques viàries (inclou pas vianants),Altres,No n'hi ha,Sense funció especial,Accident greu
2016,04/04/2016,21.03,Tarda,dill-dij,Feiners,AP-7,"286,2",Vandellòs i l'Hospitalet de l'Infant,Baix Camp,Tarragona,Carretera,Carretera,Pluja forta,No n'hi ha,Vent moderat,"De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2016,10/07/2016,12.2,Matí,dg,CapDeSetmana,AP-7,"64,1",Vilablareix,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,40.0,Senyal velocitat,Carretera convencional,Enllaç d'entrada o eixida,Pla,Doble sentit,Arribant o eixint intersecció fins 50m,Sols norma prioritat de pas,Altres,No n'hi ha,Sense funció especial,Accident greu
2010,14/12/2010,18.05,Tarda,dill-dij,Feiners,AP-7,"68,2",Aiguaviva,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,28/03/2010,19.21,Tarda,dg,CapDeSetmana,AP-7,"272,5",Mont-roig del Camp,Baix Camp,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Altres,No n'hi ha,Sense funció especial,Accident mortal
2016,14/08/2016,19.3,Tarda,dg,CapDeSetmana,AP-7,"177,5",Gelida,Alt Penedès,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,Accident trànsit anterior,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,03/05/2010,14.47,Tarda,dill-dij,Feiners,AP-7,131,Granollers,Vallès Oriental,Barcelona,Carretera,Carretera,Pluja dèbil,No n'hi ha,Vent moderat,"De dia, dia fosc",Mullat,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Rampa o pendent,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,14/11/2010,12.0,Matí,dg,CapDeSetmana,AP-7,86,Maçanet de la Selva,Selva,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Enllaç d'entrada o eixida,Rampa o pendent,Doble sentit,Arribant o eixint intersecció fins 50m,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,17/06/2010,6.47,Matí,dill-dij,Feiners,AP-7,"300,3","Ametlla de Mar, l'",Baix Ebre,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Rampa o pendent,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2010,16/06/2010,8.15,Matí,dill-dij,Feiners,AP-7,"161,5","Papiol, el",Baix Llobregat,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,15/05/2010,17.19,Tarda,dis,CapDeSetmana,AP-7,328,Amposta,Montsià,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,20/12/2010,8.43,Matí,dill-dij,Feiners,AP-7,55,Sant Julià de Ramis,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,Obres,80.0,Senyal velocitat,Carretera convencional,Giratòria,Rampa o pendent,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2010,10/03/2010,17.38,Tarda,dill-dij,Feiners,AP-7,"159,9",Sant Cugat del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,120.0,Senyal velocitat,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,02/04/2010,15.15,Tarda,div,CapDeSetmana,AP-7,"136,6",Parets del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,03/08/2010,7.41,Matí,dill-dij,Feiners,AP-7,"120,9",Llinars del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,26/02/2010,17.15,Tarda,div,CapDeSetmana,AP-7,134,Montornès del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,29/10/2011,5.3,Nit,dis,CapDeSetmana,AP-7,111,Santa Maria de Palautordera,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,Vent moderat,"De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2011,11/03/2011,20.2,Tarda,div,CapDeSetmana,AP-7,"307,4","Ampolla, l'",Baix Ebre,Tarragona,Carretera,Carretera,Pluja forta,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Mullat,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,06/07/2011,19.24,Tarda,dill-dij,Feiners,AP-7,"58,4",Sarrià de Ter,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,Obres,80.0,Senyal velocitat,Carretera convencional,Enllaç d'entrada o eixida,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,18/06/2011,14.0,Tarda,dis,CapDeSetmana,AP-7,"83,7",Maçanet de la Selva,Selva,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2011,19/08/2011,17.25,Tarda,div,CapDeSetmana,AP-7,221,"Vendrell, el",Baix Penedès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,06/07/2012,17.0,Tarda,div,CapDeSetmana,AP-7,"128,4","Roca del Vallès, la",Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,31/10/2012,20.49,Tarda,dill-dij,Feiners,AP-7,"138,3",Mollet del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Sec i net,Mixt,Accident trànsit anterior,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,30/10/2012,18.45,Tarda,dill-dij,Feiners,AP-7,161,"Papiol, el",Baix Llobregat,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Enllaç d'entrada o eixida,Pla,Un sol sentit,Dintre intersecció,Senyal Stop o cedeix pas,Autonòmica,Altres,Sense funció especial,Accident greu
2012,12/06/2012,10.3,Matí,dill-dij,Feiners,AP-7,219,"Vendrell, el",Baix Penedès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,Obres,60.0,Senyal velocitat,Carretera convencional,Enllaç d'entrada o eixida,Pla,Doble sentit,Dintre intersecció,Sols norma prioritat de pas,Autonòmica,No n'hi ha,Sense funció especial,Accident mortal
2012,14/08/2012,16.0,Tarda,dill-dij,Feiners,AP-7,273,Mont-roig del Camp,Baix Camp,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2013,10/06/2013,2.3,Nit,dill-dij,Feiners,AP-7,321,"Aldea, l'",Baix Ebre,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Autopista,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2013,15/07/2013,15.05,Tarda,dill-dij,Feiners,AP-7,"322,3","Aldea, l'",Baix Ebre,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Autopista,Enllaç d'entrada o eixida,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2013,28/11/2013,22.15,Nit,dill-dij,Feiners,AP-7,"101,4",Sant Celoni,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Autopista,Intersecció en T o Y,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2014,11/06/2014,3.31,Nit,dill-dij,Feiners,AP-7,"162,8",Castellbisbal,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Sec i net,Desmunt,No n'hi ha,100.0,Senyal velocitat,Autopista,Giratòria,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2014,04/08/2014,11.5,Matí,dill-dij,Feiners,AP-7,"184,5",Subirats,Alt Penedès,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Autopista,Intersecció en T o Y,Pla,Un sol sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2014,17/10/2014,10.35,Matí,div,Feiners,AP-7,"67,8",Aiguaviva,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,40.0,Senyal velocitat,Autopista,Intersecció en T o Y,Rampa o pendent,Un sol sentit,En secció,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident greu
2015,21/03/2015,5.45,Nit,dis,CapDeSetmana,AP-7,330,Masdenverge,Montsià,Tarragona,Carretera,Carretera,Pluja forta,No n'hi ha,Vent moderat,"De nit, sense llum artificial",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Autopista,Encreuament o intersecció en X o +,Rampa o pendent,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2015,03/09/2015,17.18,Tarda,dill-dij,Feiners,AP-7,"203,8",Castellet i la Gornal,Alt Penedès,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia fosc",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Autopista,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2015,05/04/2015,7.05,Matí,dg,CapDeSetmana,AP-7,"117,8",Llinars del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau",Alba o capvespre,Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Autopista,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2015,12/12/2015,11.51,Matí,dis,CapDeSetmana,AP-7,"251,6",Reus,Baix Camp,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,999.0,Genérica via,Autopista,Enllaç d'entrada o eixida,Sense especificar,Doble sentit,Arribant o eixint intersecció fins 50m,Sols norma prioritat de pas,Altres,No n'hi ha,Sense funció especial,Accident greu
2015,24/07/2015,2.53,Nit,div,Feiners,AP-7,"212,5",Banyeres del Penedès,Baix Penedès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial suficient",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Autopista,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2015,07/06/2015,17.38,Tarda,dg,CapDeSetmana,AP-7,"37,4",Bàscara,Alt Empordà,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,120.0,Senyal velocitat,Autopista,Giratòria,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2015,18/02/2015,3.51,Nit,dill-dij,Feiners,AP-7,171,Martorell,Baix Llobregat,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,80.0,Senyal velocitat,Autopista,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2016,29/07/2016,14.33,Tarda,div,Feiners,AP-7,"99,2",Fogars de la Selva,Selva,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,120.0,Senyal velocitat,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Semàfor,Altres,No n'hi ha,Sense funció especial,Accident greu
2016,10/01/2016,18.2,Tarda,dg,CapDeSetmana,AP-7,"147,2",Barberà del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial suficient",Sec i net,A nivell,Accident trànsit anterior,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,23/10/2010,19.5,Tarda,dis,CapDeSetmana,AP-7,"248,1",Constantí,Tarragonès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Sec i net,Mixt,Obres,100.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2010,07/09/2010,17.15,Tarda,dill-dij,Feiners,AP-7,"9,4",Capmany,Alt Empordà,Girona,Carretera,Carretera,Pluja dèbil,No n'hi ha,"Calma, vent molt suau","De dia, dia fosc",Mullat,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,30/06/2010,18.24,Tarda,dill-dij,Feiners,AP-7,"139,8",Mollet del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,120.0,Senyal velocitat,Carretera convencional,Giratòria,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,16/04/2010,5.25,Nit,div,Feiners,AP-7,"146,6",Barberà del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Rampa o pendent,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,18/07/2011,8.06,Matí,dill-dij,Feiners,AP-7,"222,1","Vendrell, el",Baix Penedès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,23/11/2012,10.45,Matí,div,Feiners,AP-7,"116,8",Llinars del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Enllaç d'entrada o eixida,Pla,Doble sentit,Arribant o eixint intersecció fins 50m,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,11/05/2012,11.0,Matí,div,Feiners,AP-7,"138,5",Mollet del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Senyal velocitat,Carretera convencional,Giratòria,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,13/12/2012,2.38,Nit,dill-dij,Feiners,AP-7,66,Aiguaviva,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,14/06/2012,3.08,Nit,dill-dij,Feiners,AP-7,"185,7",Subirats,Alt Penedès,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,19/05/2012,13.05,Matí,dis,CapDeSetmana,AP-7,"342,7",Ulldecona,Montsià,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
