Any,data,hora,grupHora,tipusDia,grupDiaLab,via,pk,nomMunicipi,nomComarca,nomProvincia,zona,D_SUBZONA,D_CLIMATOLOGIA,D_BOIRA,D_VENT,D_LLUMINOSITAT,D_SUPERFICIE,D_CARACT_ENTORN,D_CIRCULACIO_MESURES_ESP,C_VELOCITAT_VIA,D_LIMIT_VELOCITAT,D_TIPUS_VIA,D_SUBTIPUS_TRAM,D_TRACAT_ALTIMETRIC,D_SENTITS_VIA,D_INTER_SECCIO,D_REGULACIO_PRIORITAT,D_TITULARITAT_VIA,D_CARRIL_ESPECIAL,D_FUNC_ESP_VIA,D_GRAVETAT
2010,19/06/2010,5.3,Nit,dis,CapDeSetmana,AP-7,138,Mollet del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,Desmunt,No n'hi ha,100.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,04/09/2010,13.2,Matí,dis,CapDeSetmana,AP-7,"99,6",Avià,Berguedà,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Autopista,Giratòria,Pla,Doble sentit,En secció,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,05/09/2010,7.54,Matí,dg,CapDeSetmana,AP-7,"171,5",Martorell,Baix Llobregat,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,30.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Semàfor,Estatal,Altres,Sense funció especial,Accident mortal
2010,27/07/2010,20.08,Tarda,dill-dij,Feiners,AP-7,"336,8",Ulldecona,Montsià,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2010,01/04/2010,5.3,Nit,dill-dij,Feiners,AP-7,"117,5",Llinars del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2010,07/01/2010,13.45,Matí,dill-dij,Feiners,AP-7,147,Barberà del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Pluja dèbil,No n'hi ha,"Calma, vent molt suau","De dia, dia fosc",Mullat,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,21/07/2010,6.49,Matí,dill-dij,Feiners,AP-7,"146,4",Barberà del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau",Alba o capvespre,Sec i net,A nivell,No n'hi ha,120.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Rampa o pendent,Un sol sentit,En secció,Senyal Stop o cedeix pas,Municipal,No n'hi ha,Sense funció especial,Accident greu
2010,19/12/2010,16.0,Tarda,dg,CapDeSetmana,AP-7,160,Sant Cugat del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,Vent moderat,"De dia, dia clar",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Semàfor,Estatal,Carril lent,Sense funció especial,Accident greu
2010,30/07/2010,16.25,Tarda,div,CapDeSetmana,AP-7,"152,6",Sant Cugat del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Rampa o pendent,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,19/01/2010,8.22,Matí,dill-dij,Feiners,AP-7,"74,9",Vilobí d'Onyar,Selva,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia fosc",Sec i net,A nivell,Obres,80.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Persona autoritzada,Autonòmica,No n'hi ha,Sense funció especial,Accident mortal
2010,31/03/2010,16.48,Tarda,dill-dij,Feiners,AP-7,"227,2",Roda de Berà,Tarragonès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,28/08/2010,21.44,Tarda,dis,CapDeSetmana,AP-7,134,Montornès del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial suficient",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Enllaç d'entrada o eixida,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,18/08/2010,18.2,Tarda,dill-dij,Feiners,AP-7,126,"Roca del Vallès, la",Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Senyal velocitat,Carretera convencional,Enllaç d'entrada o eixida,Pla,Doble sentit,Dintre intersecció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,25/03/2010,9.15,Matí,dill-dij,Feiners,AP-7,"330,8",Freginals,Montsià,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Altres,No n'hi ha,Sense funció especial,Accident greu
2010,24/04/2010,5.1,Nit,dis,CapDeSetmana,AP-7,"95,5",Fogars de la Selva,Selva,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Giratòria,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Altres,No n'hi ha,Sense funció especial,Accident greu
2010,24/06/2010,5.35,Nit,dill-dij,Feiners,AP-7,"97,9",Fogars de la Selva,Selva,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Sols marques viàries (inclou pas vianants),Altres,No n'hi ha,Sense funció especial,Accident greu
2010,30/07/2010,23.17,Nit,div,CapDeSetmana,AP-7,96,Fogars de la Selva,Selva,Barcelona,Carretera,Carretera,Pluja dèbil,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2010,21/02/2010,1.15,Nit,dg,CapDeSetmana,AP-7,"34,5",Garrigàs,Alt Empordà,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Sense especificar,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,Carril acceleració,Sense funció especial,Accident greu
2010,01/07/2010,9.4,Matí,dill-dij,Feiners,AP-7,"64,2",Vilablareix,Gironès,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,25/08/2010,14.2,Tarda,dill-dij,Feiners,AP-7,"8,5",Agullana,Alt Empordà,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,Obres,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,29/05/2010,22.28,Nit,dis,CapDeSetmana,AP-7,217,"Vendrell, el",Baix Penedès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2010,11/10/2010,20.3,Tarda,dill-dij,Feiners,AP-7,"0,6","Jonquera, la",Alt Empordà,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Sense especificar,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2010,27/07/2010,8.3,Matí,dill-dij,Feiners,AP-7,"160,7","Papiol, el",Baix Llobregat,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident greu
2010,19/03/2010,21.54,Tarda,div,CapDeSetmana,AP-7,317,"Aldea, l'",Baix Ebre,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2011,08/11/2011,23.4,Nit,dill-dij,Feiners,AP-7,"77,2",Sils,Selva,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident mortal
2011,12/03/2011,23.31,Nit,dis,CapDeSetmana,AP-7,"55,6",Sant Julià de Ramis,Gironès,Girona,Carretera,Carretera,Pluja forta,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Mullat,A nivell,Obres,80.0,Senyal velocitat,Carretera convencional,Giratòria,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,01/02/2011,17.1,Tarda,dill-dij,Feiners,AP-7,"75,5",Vilobí d'Onyar,Selva,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,120.0,Senyal velocitat,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,19/04/2011,11.28,Matí,dill-dij,Feiners,AP-7,"336,5",Ulldecona,Montsià,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,14/05/2011,19.1,Tarda,dis,CapDeSetmana,AP-7,"0,7","Jonquera, la",Alt Empordà,Girona,Carretera,Carretera,Pluja dèbil,No n'hi ha,Vent moderat,"De dia, dia fosc",Mullat,Desmunt,Accident trànsit anterior,100.0,Senyal velocitat,Carretera convencional,Encreuament o intersecció en X o +,Rampa o pendent,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,09/07/2011,14.48,Tarda,dis,CapDeSetmana,AP-7,"99,9",Sant Celoni,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Autopista,Encreuament o intersecció en X o +,Sense especificar,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,08/10/2011,9.54,Matí,dis,CapDeSetmana,AP-7,"46,5",Vilademuls,Pla de l'Estany,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,120.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Rampa o pendent,Un sol sentit,En secció,Senyal Stop o cedeix pas,Altres,No n'hi ha,Sense funció especial,Accident greu
2011,31/10/2011,15.4,Tarda,dill-dij,Feiners,AP-7,187,Subirats,Alt Penedès,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,15/03/2011,4.54,Nit,dill-dij,Feiners,AP-7,"55,7",Sant Julià de Ramis,Gironès,Girona,Carretera,Carretera,Pluja forta,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Mullat,Mixt,Obres,80.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,16/10/2011,13.1,Matí,dg,CapDeSetmana,AP-7,211,Banyeres del Penedès,Baix Penedès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,21/08/2011,17.22,Tarda,dg,CapDeSetmana,AP-7,"85,8",Maçanet de la Selva,Selva,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,01/12/2011,7.32,Matí,dill-dij,Feiners,AP-7,"159,5",Sant Cugat del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau",Alba o capvespre,Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,21/02/2011,13.41,Matí,dill-dij,Feiners,AP-7,"146,5",Barberà del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Rampa o pendent,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,18/10/2011,18.35,Tarda,dill-dij,Feiners,AP-7,"316,2","Aldea, l'",Baix Ebre,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2011,27/06/2011,12.29,Matí,dill-dij,Feiners,AP-7,81,Sils,Selva,Girona,Carretera,Carretera,Bon temps,No n'hi ha,Vent moderat,"De dia, dia clar",Sec i net,Mixt,Serveis de neteja o manteniment,110.0,Senyal velocitat,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Persona autoritzada,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2011,15/06/2011,13.15,Matí,dill-dij,Feiners,AP-7,"95,6",Fogars de la Selva,Selva,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia fosc",Sec i net,Mixt,Accident trànsit anterior,80.0,Senyal velocitat,Carretera convencional,Enllaç d'entrada o eixida,Pla,Doble sentit,Arribant o eixint intersecció fins 50m,Senyal Stop o cedeix pas,Altres,No n'hi ha,Sense funció especial,Accident mortal
2011,05/08/2011,17.14,Tarda,div,CapDeSetmana,AP-7,"129,3","Roca del Vallès, la",Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,70.0,Senyal velocitat,Autopista,Enllaç d'entrada o eixida,Rampa o pendent,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,21/03/2011,12.3,Matí,dill-dij,Feiners,AP-7,"145,4",Santa Perpètua de Mogoda,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Rampa o pendent,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,28/04/2011,7.32,Matí,dill-dij,Feiners,AP-7,62,Salt,Gironès,Girona,Carretera,Carretera,Pluja dèbil,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Mullat,A nivell,Obres,80.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2011,22/01/2011,7.5,Matí,dis,CapDeSetmana,AP-7,"98,7",Fogars de la Selva,Selva,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,06/07/2012,14.3,Tarda,div,Feiners,AP-7,"300,1","Ametlla de Mar, l'",Baix Ebre,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,22/12/2012,15.15,Tarda,dis,CapDeSetmana,AP-7,144,Santa Perpètua de Mogoda,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Rampa o pendent,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,21/12/2012,18.4,Tarda,div,CapDeSetmana,AP-7,"151,5",Cerdanyola del Vallès,Vallès Occidental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,Mixt,No n'hi ha,100.0,Senyal velocitat,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Semàfor,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,29/02/2012,17.45,Tarda,dill-dij,Feiners,AP-7,"239,7",Tarragona,Tarragonès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Enllaç d'entrada o eixida,Rampa o pendent,Doble sentit,En secció,Sols norma prioritat de pas,Altres,No n'hi ha,Sense funció especial,Accident greu
2012,28/08/2012,6.44,Matí,dill-dij,Feiners,AP-7,"251,5",Reus,Baix Camp,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau",Alba o capvespre,Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Semàfor,Estatal,Carril lent,Sense funció especial,Accident mortal
2012,03/12/2012,16.0,Tarda,dill-dij,Feiners,AP-7,"175,8",Gelida,Alt Penedès,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,03/08/2012,16.45,Tarda,div,CapDeSetmana,AP-7,"134,4",Montornès del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,25/09/2012,18.4,Tarda,dill-dij,Feiners,AP-7,"135,8",Montmeló,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,25/09/2012,12.31,Matí,dill-dij,Feiners,AP-7,"184,9",Subirats,Alt Penedès,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,28/12/2012,13.56,Matí,div,Feiners,AP-7,243,Tarragona,Tarragonès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,999.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Sense especificar,Doble sentit,En secció,Semàfor,Altres,No n'hi ha,Sense funció especial,Accident greu
2012,12/08/2012,7.15,Matí,dg,CapDeSetmana,AP-7,"138,5",Mollet del Vallès,Vallès Oriental,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,60.0,Senyal velocitat,Carretera convencional,Encreuament o intersecció en X o +,Rampa o pendent,Un sol sentit,En secció,Senyal Stop o cedeix pas,Estatal,Carril d'alentiment,Sense funció especial,Accident greu
2012,30/12/2012,21.55,Tarda,dg,CapDeSetmana,AP-7,"248,5",Constantí,Tarragonès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, sense llum artificial",Sec i net,Desmunt,No n'hi ha,100.0,Genérica via,Carretera convencional,Encreuament o intersecció en X o +,Pla,Doble sentit,En secció,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,15/06/2012,11.43,Matí,div,Feiners,AP-7,"228,9",Creixell,Tarragonès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Sense Especificar,No n'hi ha,999.0,Genérica via,Carretera convencional,Intersecció en T o Y,Sense especificar,Un sol sentit,En secció,Sols marques viàries (inclou pas vianants),Altres,No n'hi ha,Sense funció especial,Accident greu
2012,04/06/2012,0.11,Nit,dill-dij,Feiners,AP-7,162,"Papiol, el",Baix Llobregat,Barcelona,Carretera,Carretera,Pluja dèbil,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Sec i net,A nivell,No n'hi ha,60.0,Senyal velocitat,Carretera convencional,Enllaç d'entrada o eixida,Pla,Un sol sentit,Dintre intersecció,Senyal Stop o cedeix pas,Autonòmica,No n'hi ha,Sense funció especial,Accident greu
2012,05/09/2012,15.53,Tarda,dill-dij,Feiners,AP-7,"309,3","Ampolla, l'",Baix Ebre,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,A nivell,No n'hi ha,100.0,Genérica via,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Senyal Stop o cedeix pas,Estatal,No n'hi ha,Sense funció especial,Accident mortal
2012,29/04/2012,7.14,Matí,dg,CapDeSetmana,AP-7,"74,4",Vilobí d'Onyar,Selva,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau",Alba o capvespre,Sec i net,Desmunt,Obres,80.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,11/06/2012,10.14,Matí,dill-dij,Feiners,AP-7,"298,1","Ametlla de Mar, l'",Baix Ebre,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Terraplé,No n'hi ha,100.0,Genérica via,Altres,Encreuament o intersecció en X o +,Pla,Un sol sentit,En secció,Semàfor,Altres,No n'hi ha,Sense funció especial,Accident greu
2012,15/06/2012,17.25,Tarda,div,CapDeSetmana,AP-7,"220,5","Vendrell, el",Baix Penedès,Tarragona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De dia, dia clar",Sec i net,Desmunt,No n'hi ha,100.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Rampa o pendent,Un sol sentit,En secció,Sols marques viàries (inclou pas vianants),Estatal,No n'hi ha,Sense funció especial,Accident greu
2012,04/01/2012,19.3,Tarda,dill-dij,Feiners,AP-7,"85,6",Maçanet de la Selva,Selva,Girona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau","De nit, il·luminació artificial insuficient",Sec i net,Mixt,No n'hi ha,100.0,Genérica via,Carretera convencional,Enllaç d'entrada o eixida,Pla,Doble sentit,En secció,Sols norma prioritat de pas,Estatal,Carril acceleració,Sense funció especial,Accident mortal
2012,13/06/2012,5.42,Nit,dill-dij,Feiners,AP-7,93,Fogars de la Selva,Selva,Barcelona,Carretera,Carretera,Bon temps,No n'hi ha,"Calma, vent molt suau",Alba o capvespre,Sec i net,Mixt,No n'hi ha,120.0,Senyal velocitat,Carretera convencional,Intersecció en T o Y,Pla,Doble sentit,En secció,Sols marques viàries (inclou pas vianants),Autonòmica,No n'hi ha,Sense funció especial,Accident greu
